uid,text,category,video_path,exists,extension,word,word_id,relation_type,source_csv,example_count,description_count
429wv1kvK_c_d,to drop a few pieces or drops of something over a surface,description,,0,,sprinkle,429wv1kvK_c_w,defines_word,word-description-dataset_v1.1.csv,0,0
48WUtsrvBYg_d,making you feel calm,description,,0,,soothing,48WUtsrvBYg_w,defines_word,word-description-dataset_v1.1.csv,0,0
4BiIL375NuQ_d,"to trust someone or something and know that that person or thing will help you or do what you want or expect him, her, or it to do",description,,0,,depend on,4BiIL375NuQ_w,defines_word,word-description-dataset_v1.1.csv,0,0
4dTj4Awahks_d,"in a way that is not clearly expressed, known, described, or decided",description,,0,,vaguely,4dTj4Awahks_w,defines_word,word-description-dataset_v1.1.csv,0,0
4QYv6IFjNbQ_d,"to fail to guess or understand the real cost, size, difficulty, etc. of something",description,,0,,underestimate - 1,4QYv6IFjNbQ_w,defines_word,word-description-dataset_v1.1.csv,0,0
4RdjdI90j0M_d,Waiting to happen.,description,,0,,pending,4RdjdI90j0M_w,defines_word,word-description-dataset_v1.1.csv,0,0
4uVjzBqNXkE_d,secretly and often dishonestly,description,,0,,furtively,4uVjzBqNXkE_w,defines_word,word-description-dataset_v1.1.csv,0,0
4vfboqjtAXo_d,"a liking for, an enjoyment of, or a habit of doing something.",description,,0,,penchant,4vfboqjtAXo_w,defines_word,word-description-dataset_v1.1.csv,0,0
50Qibhk4sD0_d,thinking or worrying about something too much,description,,0,,preoccupied,50Qibhk4sD0_w,defines_word,word-description-dataset_v1.1.csv,0,0
_52T6uMp5X8_d,A good understanding of someone and an ability to communicate well with them.,description,,0,,rapport,_52T6uMp5X8_w,defines_word,word-description-dataset_v1.1.csv,0,0
5dfUuufFLZk_d,relating to or belonging to the armed forces,description,,0,,military,5dfUuufFLZk_w,defines_word,word-description-dataset_v1.1.csv,0,0
5iIb7JC1mC8_d,"to shake slightly, often because of strong emotion",description,,0,,quiver,5iIb7JC1mC8_w,defines_word,word-description-dataset_v1.1.csv,0,0
5ncS0vBocO0_d,someone who travels to places where no one has ever been in order to find out what is there,description,,0,,explorer,5ncS0vBocO0_w,defines_word,word-description-dataset_v1.1.csv,0,0
5xPTHpYQfeE_d,"the act of studying or examining something in detail, in order to discover more about it",description,,0,,analysis,5xPTHpYQfeE_w,defines_word,word-description-dataset_v1.1.csv,0,0
68GdgKqKsrk_d,a subject or problem that people are thinking and talking about.,description,,0,,issue,68GdgKqKsrk_w,defines_word,word-description-dataset_v1.1.csv,0,0
69Vvb09Sq5U_d,to express a quality or feeling through the way that you look and behave,description,,0,,emanate - 1,69Vvb09Sq5U_w,defines_word,word-description-dataset_v1.1.csv,0,0
6DqUWmPTkHI_d,"to go away from someone or something, for a short time or permanently",description,,0,,leave,6DqUWmPTkHI_w,defines_word,word-description-dataset_v1.1.csv,0,0
6egMMBnQUbY_d,"to mix with and join society or a group of people, often changing to suit their way of life, habits, and customs",description,,0,,integrate,6egMMBnQUbY_w,defines_word,word-description-dataset_v1.1.csv,0,0
6_Lnzu1WFPI_d,to finish something successfully or to achieve something,description,,0,,accomplish,6_Lnzu1WFPI_w,defines_word,word-description-dataset_v1.1.csv,0,0
6mb7FlpNvFY_d,the calculation of taking an amount or a part of something away from a total or the amount that is taken away,description,,0,,deduction,6mb7FlpNvFY_w,defines_word,word-description-dataset_v1.1.csv,0,0
6MxCP_583q8_d,"of or from a long time ago, having lasted for a very long time",description,,0,,ancient,6MxCP_583q8_w,defines_word,word-description-dataset_v1.1.csv,0,0
6nwBq3QX9J0_d,"extremely great, or too great to be described or expressed exactly",description,,0,,inestimable,6nwBq3QX9J0_w,defines_word,word-description-dataset_v1.1.csv,0,0
6qJDRpoe_Yc_d,using words in a clever and funny way,description,,0,,witty,6qJDRpoe_Yc_w,defines_word,word-description-dataset_v1.1.csv,0,0
6sFJreYzn1c_d,They left the country out of fear of persecution.,description,,0,,persecutions,6sFJreYzn1c_w,defines_word,word-description-dataset_v1.1.csv,0,0
6VINDvdwb_E_d,to cause or allow something to continue for a period of time.,description,,0,,sustain,6VINDvdwb_E_w,defines_word,word-description-dataset_v1.1.csv,0,0
6zErcTU0HNQ_d,"a large group of people who live together in an organized way, making decisions about how to do things and sharing the work that needs to be done. All the people in a country, or in several similar countries, can be referred to as a society",description,,0,,society,6zErcTU0HNQ_w,defines_word,word-description-dataset_v1.1.csv,0,0
72lco2u92iQ_d,"an event at which objects such as paintings are shown to the public, a situation in which someone shows a particular skill or quality to the public, or the act of showing these things",description,,0,,exhibition,72lco2u92iQ_w,defines_word,word-description-dataset_v1.1.csv,0,0
7PcZoqPll0k_d,the larger number or part of something,description,,0,,majority,7PcZoqPll0k_w,defines_word,word-description-dataset_v1.1.csv,0,0
7S-pRkbzQ1I_d,to steal something  pinch,description,,0,,nick,7S-pRkbzQ1I_w,defines_word,word-description-dataset_v1.1.csv,0,0
7tK-aXT9AM8_d,a list of the food that you can eat in a restaurant,description,,0,,menu,7tK-aXT9AM8_w,defines_word,word-description-dataset_v1.1.csv,0,0
861X7yZmXwU_d,to criticize or speak in an angry manner to someone,description,,0,,berate,861X7yZmXwU_w,defines_word,word-description-dataset_v1.1.csv,0,0
8LoVo8y_Oic_d,"a state or an example of problems or trouble, often causing a delay or loss of comfort",description,,0,,inconvenience,8LoVo8y_Oic_w,defines_word,word-description-dataset_v1.1.csv,0,0
8pwnTDtKBE0_d,She stood up and walked towards him.,description,,0,,towards,8pwnTDtKBE0_w,defines_word,word-description-dataset_v1.1.csv,0,0
8WoE12Rn2SE_d,"involving a lot of different parts, in a way that is difficult to understand",description,,0,,complicated,8WoE12Rn2SE_w,defines_word,word-description-dataset_v1.1.csv,0,0
9BKcG6j7LDU_d,unsuccessful; of no value,description,,0,,vain,9BKcG6j7LDU_w,defines_word,word-description-dataset_v1.1.csv,0,0
9nv55rJUEkA_d,easily annoyed,description,,0,,peevish,9nv55rJUEkA_w,defines_word,word-description-dataset_v1.1.csv,0,0
9OAMotf4jFE_d,a company that produces goods in large numbers,description,,0,,manufacturer,9OAMotf4jFE_w,defines_word,word-description-dataset_v1.1.csv,0,0
9pN1y7vMnEg_d,A bossy person is always telling people what to do.,description,,0,,bossy,9pN1y7vMnEg_w,defines_word,word-description-dataset_v1.1.csv,0,0
A0Vios3F4H0_d,representing,description,,0,,behalf,A0Vios3F4H0_w,defines_word,word-description-dataset_v1.1.csv,0,0
a2oGVqtgvwc_d,used when you are giving or asking for information that is completely correct,description,,0,,exactly,a2oGVqtgvwc_w,defines_word,word-description-dataset_v1.1.csv,0,0
a8vtO4iAq6g_d,a house or other building and the land on which it is built,description,,0,,premises,a8vtO4iAq6g_w,defines_word,word-description-dataset_v1.1.csv,0,0
AALbFZ16ms8_d,"seeming likely to be true, or able to be believed",description,,0,,plausible,AALbFZ16ms8_w,defines_word,word-description-dataset_v1.1.csv,0,0
ABZhHI6228g_d,"If something that you want eludes you, you do not succeed in achieving it",description,,0,,elude - 1,ABZhHI6228g_w,defines_word,word-description-dataset_v1.1.csv,0,0
afpdqLzBytI_d,making you believe something that is not true.,description,,0,,deceptive,afpdqLzBytI_w,defines_word,word-description-dataset_v1.1.csv,0,0
AHaC7ncPHjM_d,Including Many different types of people or things.,description,,0,,diverse,AHaC7ncPHjM_w,defines_word,word-description-dataset_v1.1.csv,0,0
aIpcJDHHlWo_d,A collection of poems of stories,description,,0,,anthology,aIpcJDHHlWo_w,defines_word,word-description-dataset_v1.1.csv,0,0
AJbqUacnP-g_d,"very surprising, usually in a pleasing way, especially by being large in amount or size",description,,0,,stupendous,AJbqUacnP-g_w,defines_word,word-description-dataset_v1.1.csv,0,0
AjXeuvRxnL0_d,the money necessary for a particular purpose,description,,0,,the wherewithal,AjXeuvRxnL0_w,defines_word,word-description-dataset_v1.1.csv,0,0
anCvgjkC1Js_d,"an imaginary creature like a man but extremely tall, strong, and usually very cruel, appearing especially in children's stories.",description,,0,,giant,anCvgjkC1Js_w,defines_word,word-description-dataset_v1.1.csv,0,0
A_ND2Q9fO2s_d,the group of people who represent their country in a foreign country,description,,0,,embassy,A_ND2Q9fO2s_w,defines_word,word-description-dataset_v1.1.csv,0,0
AnhTIMU_EzI_d,the unit of money used in most European Union countries,description,,0,,euro,AnhTIMU_EzI_w,defines_word,word-description-dataset_v1.1.csv,0,0
a-tA9XP1DTQ_d,"to copy someone's speech or behavior, or to copy something as a model",description,,0,,imitate,a-tA9XP1DTQ_w,defines_word,word-description-dataset_v1.1.csv,0,0
atCTXG7PL_E_d,to think carefully and for a long period about something,description,,0,,ruminate,atCTXG7PL_E_w,defines_word,word-description-dataset_v1.1.csv,0,0
aU7Yxmt7Obw_d,"to speak angrily to someone, telling that person that you disagree with them.",description,,0,,argue,aU7Yxmt7Obw_w,defines_word,word-description-dataset_v1.1.csv,0,0
AVDuEdEExK8_d,"to ask someone to do or not do something in a very sincere, emotional, and determined way",description,,0,,implore,AVDuEdEExK8_w,defines_word,word-description-dataset_v1.1.csv,0,0
azo6kLMV32E_d,not anyone,description,,0,,nobody,azo6kLMV32E_w,defines_word,word-description-dataset_v1.1.csv,0,0
B2xV05A7TbI_d,to put two or more numbers or amounts together to get a total to put two or more numbers or amounts together to get a total,description,,0,,add,B2xV05A7TbI_w,defines_word,word-description-dataset_v1.1.csv,0,0
B7idRBMZUvw_d,"to fight in a rough, noisy, uncontrolled way",description,,0,,brawl,B7idRBMZUvw_w,defines_word,word-description-dataset_v1.1.csv,0,0
BaSt1HrxXq0_d,to stop or prevent (someone or something) from entering a place.,description,,0,,keep out,BaSt1HrxXq0_w,defines_word,word-description-dataset_v1.1.csv,0,0
bb3WuX4Mqo4_d,skilled and experienced,description,,0,,proficient,bb3WuX4Mqo4_w,defines_word,word-description-dataset_v1.1.csv,0,0
BC1eDWKCSpQ_d,"Methods, beliefs, ideas, etc. that are eclectic combine whatever seem the best or most useful things from many different areas or systems, rather than following a single system",description,,0,,eclectic,BC1eDWKCSpQ_w,defines_word,word-description-dataset_v1.1.csv,0,0
BGG5x7Qr10A_d,in a way that will not become loose,description,,0,,firmly,BGG5x7Qr10A_w,defines_word,word-description-dataset_v1.1.csv,0,0
BG__MHnFZgE_d,1an outpouring of news or gossip,description,,0,,earful,BG__MHnFZgE_w,defines_word,word-description-dataset_v1.1.csv,0,0
bGqx2eKgdB0_d,"smooth and soft, or not too sharp, bright, new, or rough",description,,0,,mellow,bGqx2eKgdB0_w,defines_word,word-description-dataset_v1.1.csv,0,0
BH7-iBjng_8_d,"to fail to understand how strong, skillful, intelligent, or determined someone, especially a competitor, is",description,,0,,underestimate - 2,BH7-iBjng_8_w,defines_word,word-description-dataset_v1.1.csv,0,0
bJA2HuIKJTQ_d,Used to express polite or formal apology or regret.,description,,0,,afraid,bJA2HuIKJTQ_w,defines_word,word-description-dataset_v1.1.csv,0,0
_bKPoTpqCjI_d,an expression of strong feeling that is difficult to control,description,,0,,outpouring,_bKPoTpqCjI_w,defines_word,word-description-dataset_v1.1.csv,0,0
bmqS93j8WJ8_d,"able to do things effectively and skillfully, and to achieve resultsShe's a very capable judge.",description,,0,,capable,bmqS93j8WJ8_w,defines_word,word-description-dataset_v1.1.csv,0,0
BNF2q1Hysj8_d,a condition giving a greater chance of success,description,,0,,advantage,BNF2q1Hysj8_w,defines_word,word-description-dataset_v1.1.csv,0,0
BPkY6fJerkM_d,"a part of a machine, or a set of parts that work together",description,,0,,mechanism,BPkY6fJerkM_w,defines_word,word-description-dataset_v1.1.csv,0,0
BPu7NlTLvnU_d,used to emphasize that something is not large or important,description,,0,,mere,BPu7NlTLvnU_w,defines_word,word-description-dataset_v1.1.csv,0,0
bRHRKa5R-bI_d,- the management of relationships between countries,description,,0,,diplomacy,bRHRKa5R-bI_w,defines_word,word-description-dataset_v1.1.csv,0,0
brsHudT88m0_d,continuing for ever in the same way.,description,,0,,perpetual,brsHudT88m0_w,defines_word,word-description-dataset_v1.1.csv,0,0
BsarjXadUR0_d,to show that you think someone or something is stupid.,description,,0,,laugh at,BsarjXadUR0_w,defines_word,word-description-dataset_v1.1.csv,0,0
Bvu2bvf0Nhw_d,"to be greater than a number or amount, or to go past an allowed limit",description,,0,,exceed,Bvu2bvf0Nhw_w,defines_word,word-description-dataset_v1.1.csv,0,0
BwHKycUKnYM_d,the set of things that are happening and the conditions that exist at a particular time and place,description,,0,,situation,BwHKycUKnYM_w,defines_word,word-description-dataset_v1.1.csv,0,0
BWpU3Ya3iJo_d,"a chemical element, such as iron or gold, or a mixture of such elements, such as steel, that is generally hard and strong, and through which electricity and heat can travel",description,,0,,metal,BWpU3Ya3iJo_w,defines_word,word-description-dataset_v1.1.csv,0,0
BYDhyNP5fK8_d,"stupid, not correct, or not carefully thought about",description,,0,,fatuous,BYDhyNP5fK8_w,defines_word,word-description-dataset_v1.1.csv,0,0
bZVGRZcLzJE_d,to be engaged to someone,description,,0,,engaged,bZVGRZcLzJE_w,defines_word,word-description-dataset_v1.1.csv,0,0
c1KkkUmCbrM_d,extremely frightened,description,,0,,petrified,c1KkkUmCbrM_w,defines_word,word-description-dataset_v1.1.csv,0,0
C2Y-lifiGVQ_d,"(someone who has) a natural ability to be good at something, especially without being taught.",description,,0,,talent,C2Y-lifiGVQ_w,defines_word,word-description-dataset_v1.1.csv,0,0
-c5cUfu5gLU_d,"to keep someone happy, especially for a short time",description,,0,,amuse,-c5cUfu5gLU_w,defines_word,word-description-dataset_v1.1.csv,0,0
CB5Qabozm6w_d,an occasion when two or more people or things communicate with or react to each other.,description,,0,,interaction,CB5Qabozm6w_w,defines_word,word-description-dataset_v1.1.csv,0,0
ci_iGsLDZ9w_d,Most important or best; leading,description,,0,,foremost,ci_iGsLDZ9w_w,defines_word,word-description-dataset_v1.1.csv,0,0
cJ0FKENj2P0_d,not known to you,description,,0,,unfamiliar,cJ0FKENj2P0_w,defines_word,word-description-dataset_v1.1.csv,0,0
CKP94wfySWw_d,"to try to change or have an influence on things that are not your responsibility, especially by criticizing in a damaging or annoying way",description,,0,,meddle,CKP94wfySWw_w,defines_word,word-description-dataset_v1.1.csv,0,0
CLSIZPQeWJU_d,a device that measures the amount of something that is used,description,,0,,meter,CLSIZPQeWJU_w,defines_word,word-description-dataset_v1.1.csv,0,0
c-mirXvUBoI_d,Influence is the power to make other people agree with your opinions or do what you want.,description,,0,,influence,c-mirXvUBoI_w,defines_word,word-description-dataset_v1.1.csv,0,0
c-PT1cEougQ_d,to legally take another person's child into your own family and take care of him or her as your own child.,description,,0,,adopt,c-PT1cEougQ_w,defines_word,word-description-dataset_v1.1.csv,0,0
cQHsoQOqsRM_d,An abstract idea or way of thinking is based on general ideas rather than on real things and events.,description,,0,,abstract,cQHsoQOqsRM_w,defines_word,word-description-dataset_v1.1.csv,0,0
CTRMyQvvHgk_d,to interrupt what someone is doing,description,,0,,disturb,CTRMyQvvHgk_w,defines_word,word-description-dataset_v1.1.csv,0,0
cUPWJz6KO2c_d,the ability to share someone else's feelings or experiences by imagining what it would be like to be in that person's situation,description,,0,,empathy,cUPWJz6KO2c_w,defines_word,word-description-dataset_v1.1.csv,0,0
cVOJIH7mEas_d,"an amount that is more than acceptable, expected, or reasonable",description,,0,,excess,cVOJIH7mEas_w,defines_word,word-description-dataset_v1.1.csv,0,0
cxZ0S7zefIw_d,"to leave a place, thing, or person, usually for ever",description,,0,,abandon,cxZ0S7zefIw_w,defines_word,word-description-dataset_v1.1.csv,0,0
CYCMCwZN_vc_d,"the joint (= place where two bones are connected) between the foot and the leg, or the thin part of the leg just above the foot",description,,0,,ankle,CYCMCwZN_vc_w,defines_word,word-description-dataset_v1.1.csv,0,0
cZsnmlgNSqY_d,to make something the legal property of another person,description,,0,,transfer,cZsnmlgNSqY_w,defines_word,word-description-dataset_v1.1.csv,0,0
D9O50mQ7vRo_d,to give something as an honour.,description,,0,,bestow,D9O50mQ7vRo_w,defines_word,word-description-dataset_v1.1.csv,0,0
DAncSE6TBaA_d,chief executive officer the person with the most important position in a company,description,,0,,ceo,DAncSE6TBaA_w,defines_word,word-description-dataset_v1.1.csv,0,0
DB9Z1FczZoM_d,to keep or continue to have something,description,,0,,retain,DB9Z1FczZoM_w,defines_word,word-description-dataset_v1.1.csv,0,0
DBktOqTh9Uk_d,a feeling of energetic interest in a particular subject or activity and an eagerness to be involved in it,description,,0,,enthusiasm,DBktOqTh9Uk_w,defines_word,word-description-dataset_v1.1.csv,0,0
DEqpFLzcLXY_d,"to need something, or to make something necessary",description,,0,,require,DEqpFLzcLXY_w,defines_word,word-description-dataset_v1.1.csv,0,0
dHEY_4DtsMo_d,"the ability to protect against attack or harm, or something used to protect against attack or harm",description,,0,,defense,dHEY_4DtsMo_w,defines_word,word-description-dataset_v1.1.csv,0,0
DJdvsTI55Rg_d,a general agreement.,description,,0,,consensus,DJdvsTI55Rg_w,defines_word,word-description-dataset_v1.1.csv,0,0
DNxiR9b7OOk_d,a strong feeling that makes you want to hurt someone or be unpleasant because of something unfair or unkind that has happened,description,,0,,anger,DNxiR9b7OOk_w,defines_word,word-description-dataset_v1.1.csv,0,0
dokyT_rJn0o_d,"to move yourself into a warm and comfortable position, especially one in which your body is against another person or covered by something",description,,0,,snuggle,dokyT_rJn0o_w,defines_word,word-description-dataset_v1.1.csv,0,0
DqMYRnRJ94E_d,"to continue to live or exist, especially after coming close to dying or being destroyed or after being in a difficult or threatening situation.",description,,0,,survive,DqMYRnRJ94E_w,defines_word,word-description-dataset_v1.1.csv,0,0
dqSzE5KFNZA_d,before the present time,description,,0,,already,dqSzE5KFNZA_w,defines_word,word-description-dataset_v1.1.csv,0,0
Dt9aqWLkAnI_d,to be someone's property,description,,0,,belong to,Dt9aqWLkAnI_w,defines_word,word-description-dataset_v1.1.csv,0,0
-du0Sljs6fg_d,He damaged his leg so badly in the accident that the bone was exposed.,description,,0,,expose,-du0Sljs6fg_w,defines_word,word-description-dataset_v1.1.csv,0,0
DvcwO5iqUlA_d,"to speak very quietly, using the breath but not the voice, so that only the person close to you can hear you",description,,0,,whisper,DvcwO5iqUlA_w,defines_word,word-description-dataset_v1.1.csv,0,0
dVLZa2PQEII_d,to look at someone or something with a very annoyed expressionThe boy scowled at her and reluctantly followed her back into school.,description,,0,,scowl,dVLZa2PQEII_w,defines_word,word-description-dataset_v1.1.csv,0,0
_dwG7oAYTWo_d,The need for something.,description,,0,,necessity,_dwG7oAYTWo_w,defines_word,word-description-dataset_v1.1.csv,0,0
e66CYnJ_Oxs_d,"an important job, especially a military one, that someone is sent somewhere to do",description,,0,,mission,e66CYnJ_Oxs_w,defines_word,word-description-dataset_v1.1.csv,0,0
Efx9Z-mQGHw_d,to be able to buy or do something because you have enough money or time,description,,0,,afford,Efx9Z-mQGHw_w,defines_word,word-description-dataset_v1.1.csv,0,0
eie6yTNbN4k_d,a duty or responsibility that is hard to bear,description,,0,,burden,eie6yTNbN4k_w,defines_word,word-description-dataset_v1.1.csv,0,0
eiL5yM0oUqc_d,"the quality of delivering a clear, strong message",description,,0,,eloquence,eiL5yM0oUqc_w,defines_word,word-description-dataset_v1.1.csv,0,0
ekLLpYdKPsY_d,"strange or unusual, sometimes in a humorous way",description,,0,,eccentric,ekLLpYdKPsY_w,defines_word,word-description-dataset_v1.1.csv,0,0
eMuNhD-cV_o_d,"relating to the mind, or involving the process of thinking",description,,0,,mental,eMuNhD-cV_o_w,defines_word,word-description-dataset_v1.1.csv,0,0
eMWPveqzDsE_d,to understand the meaning of something in a particular way,description,,0,,construed,eMWPveqzDsE_w,defines_word,word-description-dataset_v1.1.csv,0,0
EPNiDVjb9dA_d,further away in the distance (than something),description,,0,,beyond,EPNiDVjb9dA_w,defines_word,word-description-dataset_v1.1.csv,0,0
e-QGcgqMfKE_d,The art of good handwriting,description,,0,,calligraphy,e-QGcgqMfKE_w,defines_word,word-description-dataset_v1.1.csv,0,0
eSuhRYLOqPw_d,relating to or someone's country or place of birth or someone who was born in a particular country or place,description,,0,,native,eSuhRYLOqPw_w,defines_word,word-description-dataset_v1.1.csv,0,0
F0kiWvgS_Mo_d,to have someone work or do a job for you and pay them for it,description,,0,,employ,F0kiWvgS_Mo_w,defines_word,word-description-dataset_v1.1.csv,0,0
F4s2N8TarlU_d,very well known and important,description,,0,,prominent,F4s2N8TarlU_w,defines_word,word-description-dataset_v1.1.csv,0,0
f6Iw1o3XV14_d,to make someone angry,description,,0,,annoy,f6Iw1o3XV14_w,defines_word,word-description-dataset_v1.1.csv,0,0
F6VCtv2uMzY_d,someone who tells funny or interesting stories,description,,0,,raconteur,F6VCtv2uMzY_w,defines_word,word-description-dataset_v1.1.csv,0,0
F7hqMlZEL_E_d,to become unable to speak or almost begin to cry because of sadness or strong emotion,description,,0,,choke up,F7hqMlZEL_E_w,defines_word,word-description-dataset_v1.1.csv,0,0
fcwVXkPLpgU_d,"having or based on a clear understanding and good judgment of a situation, resulting in an advantage",description,,0,,shrewd,fcwVXkPLpgU_w,defines_word,word-description-dataset_v1.1.csv,0,0
FDJaEKvAQdc_d,a short piece of information that you give to a person when you cannot speak to them directly,description,,0,,message,FDJaEKvAQdc_w,defines_word,word-description-dataset_v1.1.csv,0,0
FFAtBcMZ44Y_d,to repeat the words that someone else has said or written,description,,0,,quote,FFAtBcMZ44Y_w,defines_word,word-description-dataset_v1.1.csv,0,0
fHagURBiKXE_d,straight up or vertical.,description,,0,,upright,fHagURBiKXE_w,defines_word,word-description-dataset_v1.1.csv,0,0
fhND7fBEQZo_d,something or someone that is very large.,description,,0,,bulk,fhND7fBEQZo_w,defines_word,word-description-dataset_v1.1.csv,0,0
FJA9G_Rs3ow_d,to give up something that is valuable to you in order to help another person,description,,0,,sacrifice,FJA9G_Rs3ow_w,defines_word,word-description-dataset_v1.1.csv,0,0
fL4hxu29Mr4_d,"to make a long, high cry, usually because of pain or sadness",description,,0,,wail,fL4hxu29Mr4_w,defines_word,word-description-dataset_v1.1.csv,0,0
FmWH_7DnOAo_d,to become calm and relax,description,,0,,chillax,FmWH_7DnOAo_w,defines_word,word-description-dataset_v1.1.csv,0,0
Fpg5dgFQofk_d,"every thing, person, etc. in a group of two or more, considered separately",description,,0,,each,Fpg5dgFQofk_w,defines_word,word-description-dataset_v1.1.csv,0,0
FQMfuZZB4VI_d,a feeling of sadness and being sorry for something you have done,description,,0,,remorse,FQMfuZZB4VI_w,defines_word,word-description-dataset_v1.1.csv,0,0
FRLkJ9K3sVQ_d,to force someone to do something,description,,0,,impel,FRLkJ9K3sVQ_w,defines_word,word-description-dataset_v1.1.csv,0,0
